Name,Year,Genre,Run_time,Rating,Meta_score,Director_cast,Votes,Vote_gross
Skyfall,(2012),"
Action, Adventure, Thriller            ",143 min,"

7.8
",81        ,"
    Director:
Sam Mendes
| 
    Stars:
Daniel Craig, 
Javier Bardem, 
Naomie Harris, 
Judi Dench
","634,895","
Votes:
634,895
| Gross:
$304.36M
"
The Trial of the Chicago 7,(2020),"
Drama, History, Thriller            ",129 min,"

7.8
",76        ,"
    Director:
Aaron Sorkin
| 
    Stars:
Eddie Redmayne, 
Alex Sharp, 
Sacha Baron Cohen, 
Jeremy Strong
","130,453","
Votes:
130,453
"
Druk,(2020),"
Comedy, Drama            ",117 min,"

7.8
",80        ,"
    Director:
Thomas Vinterberg
| 
    Stars:
Mads Mikkelsen, 
Thomas Bo Larsen, 
Magnus Millang, 
Lars Ranthe
","60,039","
Votes:
60,039
"
The Fighter,(I) (2010),"
Biography, Drama, Sport            ",116 min,"

7.8
",79        ,"
    Director:
David O. Russell
| 
    Stars:
Mark Wahlberg, 
Christian Bale, 
Amy Adams, 
Melissa Leo
","344,330","
Votes:
344,330
| Gross:
$93.62M
"
Taken,(I) (2008),"
Action, Crime, Thriller            ",90 min,"

7.8
",,"
    Director:
Pierre Morel
| 
    Stars:
Liam Neeson, 
Maggie Grace, 
Famke Janssen, 
Leland Orser
","568,752","
Votes:
568,752
| Gross:
$145.00M
"
The Boy in the Striped Pyjamas,(2008),"
Drama, History, War            ",94 min,"

7.8
",,"
    Director:
Mark Herman
| 
    Stars:
Asa Butterfield, 
David Thewlis, 
Rupert Friend, 
Zac Mattoon O'Brien
","193,401","
Votes:
193,401
| Gross:
$9.03M
"
Once,(I) (2007),"
Drama, Music, Romance            ",86 min,"

7.8
",88        ,"
    Director:
John Carney
| 
    Stars:
Glen Hansard, 
Markéta Irglová, 
Hugh Walsh, 
Gerard Hendrick
","111,447","
Votes:
111,447
| Gross:
$9.44M
"
The Hobbit: An Unexpected Journey,(2012),"
Adventure, Fantasy            ",169 min,"

7.8
",,"
    Director:
Peter Jackson
| 
    Stars:
Martin Freeman, 
Ian McKellen, 
Richard Armitage, 
Andy Serkis
","764,603","
Votes:
764,603
| Gross:
$303.00M
"
Auf der anderen Seite,(2007),"
Drama            ",122 min,"

7.8
",85        ,"
    Director:
Fatih Akin
| 
    Stars:
Baki Davrak, 
Nurgül Yesilçay, 
Tuncel Kurtiz, 
Nursel Köse
","31,009","
Votes:
31,009
| Gross:
$0.74M
"
Atonement,(2007),"
Drama, Mystery, Romance            ",123 min,"

7.8
",85        ,"
    Director:
Joe Wright
| 
    Stars:
Keira Knightley, 
James McAvoy, 
Brenda Blethyn, 
Saoirse Ronan
","255,243","
Votes:
255,243
| Gross:
$50.93M
"
Drive,(I) (2011),"
Crime, Drama            ",100 min,"

7.8
",78        ,"
    Director:
Nicolas Winding Refn
| 
    Stars:
Ryan Gosling, 
Carey Mulligan, 
Bryan Cranston, 
Albert Brooks
","578,975","
Votes:
578,975
| Gross:
$35.06M
"
American Gangster,(2007),"
Biography, Crime, Drama            ",157 min,"

7.8
",76        ,"
    Director:
Ridley Scott
| 
    Stars:
Denzel Washington, 
Russell Crowe, 
Chiwetel Ejiofor, 
Josh Brolin
","397,189","
Votes:
397,189
| Gross:
$130.16M
"
Avatar,(2009),"
Action, Adventure, Fantasy            ",162 min,"

7.8
",83        ,"
    Director:
James Cameron
| 
    Stars:
Sam Worthington, 
Zoe Saldana, 
Sigourney Weaver, 
Michelle Rodriguez
","1,129,699","
Votes:
1,129,699
| Gross:
$760.51M
"
Mr. Nobody,(2009),"
Drama, Fantasy, Romance            ",141 min,"

7.8
",63        ,"
    Director:
Jaco Van Dormael
| 
    Stars:
Jared Leto, 
Sarah Polley, 
Diane Kruger, 
Linh Dan Pham
","218,885","
Votes:
218,885
| Gross:
$0.00M
"
Apocalypto,(2006),"
Action, Adventure, Drama            ",139 min,"

7.8
",68        ,"
    Director:
Mel Gibson
| 
    Stars:
Gerardo Taracena, 
Raoul Max Trujillo, 
Dalia Hernández, 
Rudy Youngblood
","293,787","
Votes:
293,787
| Gross:
$50.87M
"
Little Miss Sunshine,(2006),"
Comedy, Drama            ",101 min,"

7.8
",80        ,"
    Directors:
Jonathan Dayton, 
Valerie Faris
| 
    Stars:
Steve Carell, 
Toni Collette, 
Greg Kinnear, 
Abigail Breslin
","444,433","
Votes:
444,433
| Gross:
$59.89M
"
Hot Fuzz,(2007),"
Action, Comedy, Mystery            ",121 min,"

7.8
",81        ,"
    Director:
Edgar Wright
| 
    Stars:
Simon Pegg, 
Nick Frost, 
Martin Freeman, 
Bill Nighy
","468,609","
Votes:
468,609
| Gross:
$23.64M
"
The Curious Case of Benjamin Button,(2008),"
Drama, Fantasy, Romance            ",166 min,"

7.8
",70        ,"
    Director:
David Fincher
| 
    Stars:
Brad Pitt, 
Cate Blanchett, 
Tilda Swinton, 
Julia Ormond
","596,873","
Votes:
596,873
| Gross:
$127.51M
"
Veer-Zaara,(2004),"
Drama, Family, Musical            ",192 min,"

7.8
",67        ,"
    Director:
Yash Chopra
| 
    Stars:
Shah Rukh Khan, 
Preity Zinta, 
Rani Mukerji, 
Kirron Kher
","49,546","
Votes:
49,546
| Gross:
$2.92M
"
Adams æbler,(2005),"
Comedy, Crime, Drama            ",94 min,"

7.8
",,"
    Director:
Anders Thomas Jensen
| 
    Stars:
Ulrich Thomsen, 
Mads Mikkelsen, 
Nicolas Bro, 
Paprika Steen
","46,415","
Votes:
46,415
| Gross:
$0.00M
"
Pride & Prejudice,(2005),"
Drama, Romance            ",129 min,"

7.8
",82        ,"
    Director:
Joe Wright
| 
    Stars:
Keira Knightley, 
Matthew Macfadyen, 
Brenda Blethyn, 
Donald Sutherland
","263,796","
Votes:
263,796
| Gross:
$38.41M
"
The World's Fastest Indian,(2005),"
Biography, Drama, Sport            ",127 min,"

7.8
",68        ,"
    Director:
Roger Donaldson
| 
    Stars:
Anthony Hopkins, 
Diane Ladd, 
Iain Rea, 
Tessa Mitchell
","52,366","
Votes:
52,366
| Gross:
$5.13M
"
Serenity,(2005),"
Action, Adventure, Sci-Fi            ",119 min,"

7.8
",74        ,"
    Director:
Joss Whedon
| 
    Stars:
Nathan Fillion, 
Gina Torres, 
Chiwetel Ejiofor, 
Alan Tudyk
","284,999","
Votes:
284,999
| Gross:
$25.51M
"
Walk the Line,(2005),"
Biography, Drama, Music            ",136 min,"

7.8
",72        ,"
    Director:
James Mangold
| 
    Stars:
Joaquin Phoenix, 
Reese Witherspoon, 
Ginnifer Goodwin, 
Robert Patrick
","236,458","
Votes:
236,458
| Gross:
$119.52M
"
Ondskan,(2003),"
Drama            ",113 min,"

7.8
",61        ,"
    Director:
Mikael Håfström
| 
    Stars:
Andreas Wilson, 
Henrik Lundström, 
Gustaf Skarsgård, 
Linda Zilliacus
","35,929","
Votes:
35,929
| Gross:
$0.02M
"
The Notebook,(2004),"
Drama, Romance            ",123 min,"

7.8
",,"
    Director:
Nick Cassavetes
| 
    Stars:
Gena Rowlands, 
James Garner, 
Rachel McAdams, 
Ryan Gosling
","527,126","
Votes:
527,126
| Gross:
$81.00M
"
Diarios de motocicleta,(2004),"
Adventure, Biography, Drama            ",126 min,"

7.8
",75        ,"
    Director:
Walter Salles
| 
    Stars:
Gael García Bernal, 
Rodrigo De la Serna, 
Mía Maestro, 
Mercedes Morán
","97,451","
Votes:
97,451
| Gross:
$16.76M
"
Lilja 4-ever,(2002),"
Crime, Drama            ",109 min,"

7.8
",82        ,"
    Director:
Lukas Moodysson
| 
    Stars:
Oksana Akinshina, 
Artyom Bogucharskiy, 
Pavel Ponomaryov, 
Lyubov Agapova
","43,103","
Votes:
43,103
| Gross:
$0.18M
"
Les triplettes de Belleville,(2003),"
Animation, Comedy, Drama            ",80 min,"

7.8
",91        ,"
    Director:
Sylvain Chomet
| 
    Stars:
Michèle Caucheteux, 
Jean-Claude Donda, 
Michel Robin, 
Monica Viegas
","50,982","
Votes:
50,982
| Gross:
$7.00M
"
Gongdong gyeongbi guyeok JSA,(2000),"
Action, Drama, Thriller            ",110 min,"

7.8
",,"
    Director:
Chan-wook Park
| 
    Stars:
Lee Yeong-ae, 
Lee Byung-Hun, 
Kang-ho Song, 
Kim Tae-Woo
","27,099","
Votes:
27,099
"
The Count of Monte Cristo,(2002),"
Action, Adventure, Drama            ",131 min,"

7.8
",61        ,"
    Director:
Kevin Reynolds
| 
    Stars:
Jim Caviezel, 
Guy Pearce, 
Christopher Adamson, 
JB Blanc
","130,223","
Votes:
130,223
| Gross:
$54.23M
"
Waking Life,(2001),"
Animation, Drama, Fantasy            ",99 min,"

7.8
",83        ,"
    Director:
Richard Linklater
| 
    Stars:
Ethan Hawke, 
Trevor Jack Brooks, 
Lorelei Linklater, 
Wiley Wiggins
","61,165","
Votes:
61,165
| Gross:
$2.89M
"
Remember the Titans,(2000),"
Biography, Drama, Sport            ",113 min,"

7.8
",,"
    Director:
Boaz Yakin
| 
    Stars:
Denzel Washington, 
Will Patton, 
Wood Harris, 
Ryan Hurst
","200,090","
Votes:
200,090
| Gross:
$115.65M
"
Wo hu cang long,(2000),"
Action, Adventure, Fantasy            ",120 min,"

7.8
",94        ,"
    Director:
Ang Lee
| 
    Stars:
Chow Yun-Fat, 
Michelle Yeoh, 
Ziyi Zhang, 
Chen Chang
","255,496","
Votes:
255,496
| Gross:
$128.08M
"
Todo sobre mi madre,(1999),"
Drama            ",101 min,"

7.8
",87        ,"
    Director:
Pedro Almodóvar
| 
    Stars:
Cecilia Roth, 
Marisa Paredes, 
Candela Peña, 
Antonia San Juan
","90,287","
Votes:
90,287
| Gross:
$8.26M
"
Cast Away,(2000),"
Adventure, Drama, Romance            ",143 min,"

7.8
",73        ,"
    Director:
Robert Zemeckis
| 
    Stars:
Tom Hanks, 
Helen Hunt, 
Paul Sanchez, 
Lari White
","532,697","
Votes:
532,697
| Gross:
$233.63M
"
The Boondock Saints,(1999),"
Action, Crime, Thriller            ",108 min,"

7.8
",,"
    Director:
Troy Duffy
| 
    Stars:
Willem Dafoe, 
Sean Patrick Flanery, 
Norman Reedus, 
David Della Rocco
","228,651","
Votes:
228,651
| Gross:
$0.03M
"
The Insider,(1999),"
Biography, Drama, Thriller            ",157 min,"

7.8
",84        ,"
    Director:
Michael Mann
| 
    Stars:
Russell Crowe, 
Al Pacino, 
Christopher Plummer, 
Diane Venora
","161,375","
Votes:
161,375
| Gross:
$28.97M
"
October Sky,(1999),"
Biography, Drama, Family            ",108 min,"

7.8
",71        ,"
    Director:
Joe Johnston
| 
    Stars:
Jake Gyllenhaal, 
Chris Cooper, 
Laura Dern, 
Chris Owen
","83,739","
Votes:
83,739
| Gross:
$32.48M
"
Shrek,(2001),"
Animation, Adventure, Comedy            ",90 min,"

7.8
",84        ,"
    Directors:
Andrew Adamson, 
Vicky Jenson
| 
    Stars:
Mike Myers, 
Eddie Murphy, 
Cameron Diaz, 
John Lithgow
","620,752","
Votes:
620,752
| Gross:
$267.67M
"
Titanic,(1997),"
Drama, Romance            ",194 min,"

7.8
",75        ,"
    Director:
James Cameron
| 
    Stars:
Leonardo DiCaprio, 
Kate Winslet, 
Billy Zane, 
Kathy Bates
","1,060,058","
Votes:
1,060,058
| Gross:
$659.33M
"
Hana-bi,(1997),"
Crime, Drama, Romance            ",103 min,"

7.8
",,"
    Director:
Takeshi Kitano
| 
    Stars:
Takeshi Kitano, 
Kayoko Kishimoto, 
Ren Osugi, 
Susumu Terajima
","28,164","
Votes:
28,164
| Gross:
$0.23M
"
Gattaca,(1997),"
Drama, Sci-Fi, Thriller            ",106 min,"

7.8
",64        ,"
    Director:
Andrew Niccol
| 
    Stars:
Ethan Hawke, 
Uma Thurman, 
Jude Law, 
Gore Vidal
","283,634","
Votes:
283,634
| Gross:
$12.34M
"
The Game,(1997),"
Drama, Mystery, Thriller            ",129 min,"

7.8
",61        ,"
    Director:
David Fincher
| 
    Stars:
Michael Douglas, 
Deborah Kara Unger, 
Sean Penn, 
James Rebhorn
","351,564","
Votes:
351,564
| Gross:
$48.32M
"
Breaking the Waves,(1996),"
Drama            ",159 min,"

7.8
",76        ,"
    Director:
Lars von Trier
| 
    Stars:
Emily Watson, 
Stellan Skarsgård, 
Katrin Cartlidge, 
Jean-Marc Barr
","63,071","
Votes:
63,071
| Gross:
$4.04M
"
Ed Wood,(1994),"
Biography, Comedy, Drama            ",127 min,"

7.8
",70        ,"
    Director:
Tim Burton
| 
    Stars:
Johnny Depp, 
Martin Landau, 
Sarah Jessica Parker, 
Patricia Arquette
","166,194","
Votes:
166,194
| Gross:
$5.89M
"
What's Eating Gilbert Grape,(1993),"
Drama            ",118 min,"

7.8
",73        ,"
    Director:
Lasse Hallström
| 
    Stars:
Johnny Depp, 
Leonardo DiCaprio, 
Juliette Lewis, 
Mary Steenburgen
","217,817","
Votes:
217,817
| Gross:
$9.17M
"
Tombstone,(1993),"
Action, Biography, Drama            ",130 min,"

7.8
",,"
    Directors:
George P. Cosmatos, 
Kevin Jarre
| 
    Stars:
Kurt Russell, 
Val Kilmer, 
Sam Elliott, 
Bill Paxton
","129,225","
Votes:
129,225
| Gross:
$56.51M
"
The Sandlot,(1993),"
Comedy, Drama, Family            ",101 min,"

7.8
",,"
    Director:
David Mickey Evans
| 
    Stars:
Tom Guiry, 
Mike Vitar, 
Art LaFleur, 
Patrick Renna
","80,107","
Votes:
80,107
| Gross:
$32.42M
"
The Remains of the Day,(1993),"
Drama, Romance            ",134 min,"

7.8
",86        ,"
    Director:
James Ivory
| 
    Stars:
Anthony Hopkins, 
Emma Thompson, 
John Haycraft, 
Christopher Reeve
","67,433","
Votes:
67,433
| Gross:
$22.95M
"
Naked,(1993),"
Comedy, Drama            ",132 min,"

7.8
",84        ,"
    Director:
Mike Leigh
| 
    Stars:
David Thewlis, 
Lesley Sharp, 
Katrin Cartlidge, 
Greg Cruttwell
","35,301","
Votes:
35,301
| Gross:
$1.77M
"
The Fugitive,(1993),"
Action, Crime, Drama            ",130 min,"

7.8
",87        ,"
    Director:
Andrew Davis
| 
    Stars:
Harrison Ford, 
Tommy Lee Jones, 
Sela Ward, 
Julianne Moore
","270,629","
Votes:
270,629
| Gross:
$183.88M
"
A Bronx Tale,(1993),"
Crime, Drama, Romance            ",121 min,"

7.8
",80        ,"
    Director:
Robert De Niro
| 
    Stars:
Robert De Niro, 
Chazz Palminteri, 
Lillo Brancato, 
Francis Capra
","129,908","
Votes:
129,908
| Gross:
$17.27M
"
Batman: Mask of the Phantasm,(1993),"
Animation, Action, Crime            ",76 min,"

7.8
",,"
    Directors:
Kevin Altieri, 
Boyd Kirkland, 
Frank Paur, 
Dan Riba, 
Eric Radomski, 
Bruce Timm
| 
    Stars:
Kevin Conroy, 
Dana Delany, 
Hart Bochner, 
Stacy Keach
","44,562","
Votes:
44,562
| Gross:
$5.62M
"
Lat sau san taam,(1992),"
Action, Crime, Thriller            ",128 min,"

7.8
",,"
    Director:
John Woo
| 
    Stars:
Chow Yun-Fat, 
Tony Chiu-Wai Leung, 
Teresa Mo, 
Philip Chan
","47,139","
Votes:
47,139
"
Night on Earth,(1991),"
Comedy, Drama            ",129 min,"

7.8
",68        ,"
    Director:
Jim Jarmusch
| 
    Stars:
Winona Ryder, 
Gena Rowlands, 
Lisanne Falk, 
Alan Randolph Scott
","56,105","
Votes:
56,105
| Gross:
$2.02M
"
La double vie de Véronique,(1991),"
Drama, Fantasy, Music            ",98 min,"

7.8
",86        ,"
    Director:
Krzysztof Kieslowski
| 
    Stars:
Irène Jacob, 
Wladyslaw Kowalski, 
Halina Gryglaszewska, 
Kalina Jedrusik
","43,364","
Votes:
43,364
| Gross:
$2.00M
"
Boyz n the Hood,(1991),"
Crime, Drama            ",112 min,"

7.8
",76        ,"
    Director:
John Singleton
| 
    Stars:
Cuba Gooding Jr., 
Laurence Fishburne, 
Hudhail Al-Amir, 
Lloyd Avery II
","127,984","
Votes:
127,984
| Gross:
$57.50M
"
Misery,(1990),"
Drama, Thriller            ",107 min,"

7.8
",75        ,"
    Director:
Rob Reiner
| 
    Stars:
James Caan, 
Kathy Bates, 
Richard Farnsworth, 
Frances Sternhagen
","187,359","
Votes:
187,359
| Gross:
$61.28M
"
Awakenings,(1990),"
Biography, Drama            ",121 min,"

7.8
",74        ,"
    Director:
Penny Marshall
| 
    Stars:
Robert De Niro, 
Robin Williams, 
Julie Kavner, 
Ruth Nelson
","127,826","
Votes:
127,826
| Gross:
$52.10M
"
Majo no takkyûbin,(1989),"
Animation, Adventure, Drama            ",103 min,"

7.8
",83        ,"
    Director:
Hayao Miyazaki
| 
    Stars:
Kirsten Dunst, 
Minami Takayama, 
Rei Sakuma, 
Kappei Yamaguchi
","127,185","
Votes:
127,185
"
Glory,(1989),"
Biography, Drama, History            ",122 min,"

7.8
",78        ,"
    Director:
Edward Zwick
| 
    Stars:
Matthew Broderick, 
Denzel Washington, 
Cary Elwes, 
Morgan Freeman
","124,816","
Votes:
124,816
| Gross:
$26.83M
"
Dip huet seung hung,(1989),"
Action, Crime, Drama            ",111 min,"

7.8
",82        ,"
    Director:
John Woo
| 
    Stars:
Chow Yun-Fat, 
Danny Lee, 
Sally Yeh, 
Kong Chu
","45,970","
Votes:
45,970
"
Back to the Future Part II,(1989),"
Adventure, Comedy, Sci-Fi            ",108 min,"

7.8
",,"
    Director:
Robert Zemeckis
| 
    Stars:
Michael J. Fox, 
Christopher Lloyd, 
Lea Thompson, 
Thomas F. Wilson
","487,544","
Votes:
487,544
| Gross:
$118.50M
"
Mississippi Burning,(1988),"
Crime, Drama, History            ",128 min,"

7.8
",65        ,"
    Director:
Alan Parker
| 
    Stars:
Gene Hackman, 
Willem Dafoe, 
Frances McDormand, 
Brad Dourif
","89,739","
Votes:
89,739
| Gross:
$34.60M
"
Predator,(1987),"
Action, Adventure, Sci-Fi            ",107 min,"

7.8
",,"
    Director:
John McTiernan
| 
    Stars:
Arnold Schwarzenegger, 
Carl Weathers, 
Kevin Peter Hall, 
Elpidia Carrillo
","375,548","
Votes:
375,548
| Gross:
$59.74M
"
Evil Dead II,(1987),"
Comedy, Horror            ",84 min,"

7.8
",72        ,"
    Director:
Sam Raimi
| 
    Stars:
Bruce Campbell, 
Sarah Berry, 
Dan Hicks, 
Kassie Wesley DePaiva
","149,693","
Votes:
149,693
| Gross:
$5.92M
"
Ferris Bueller's Day Off,(1986),"
Comedy            ",103 min,"

7.8
",61        ,"
    Director:
John Hughes
| 
    Stars:
Matthew Broderick, 
Alan Ruck, 
Mia Sara, 
Jeffrey Jones
","324,779","
Votes:
324,779
| Gross:
$70.14M
"
Down by Law,(1986),"
Comedy, Crime, Drama            ",107 min,"

7.8
",75        ,"
    Director:
Jim Jarmusch
| 
    Stars:
Tom Waits, 
John Lurie, 
Roberto Benigni, 
Nicoletta Braschi
","48,371","
Votes:
48,371
| Gross:
$1.44M
"
The Goonies,(1985),"
Adventure, Comedy, Family            ",114 min,"

7.8
",62        ,"
    Director:
Richard Donner
| 
    Stars:
Sean Astin, 
Josh Brolin, 
Jeff Cohen, 
Corey Feldman
","247,524","
Votes:
247,524
| Gross:
$61.50M
"
The Color Purple,(1985),"
Drama            ",154 min,"

7.8
",78        ,"
    Director:
Steven Spielberg
| 
    Stars:
Danny Glover, 
Whoopi Goldberg, 
Oprah Winfrey, 
Margaret Avery
","79,479","
Votes:
79,479
| Gross:
$98.47M
"
The Breakfast Club,(1985),"
Comedy, Drama            ",97 min,"

7.8
",66        ,"
    Director:
John Hughes
| 
    Stars:
Emilio Estevez, 
Judd Nelson, 
Molly Ringwald, 
Ally Sheedy
","361,238","
Votes:
361,238
| Gross:
$45.88M
"
The Killing Fields,(1984),"
Biography, Drama, History            ",141 min,"

7.8
",76        ,"
    Director:
Roland Joffé
| 
    Stars:
Sam Waterston, 
Haing S. Ngor, 
John Malkovich, 
Julian Sands
","52,201","
Votes:
52,201
| Gross:
$34.70M
"
Ghost Busters,(1984),"
Action, Comedy, Fantasy            ",105 min,"

7.8
",71        ,"
    Director:
Ivan Reitman
| 
    Stars:
Bill Murray, 
Dan Aykroyd, 
Sigourney Weaver, 
Harold Ramis
","359,548","
Votes:
359,548
| Gross:
$238.63M
"
The Right Stuff,(1983),"
Adventure, Biography, Drama            ",193 min,"

7.8
",91        ,"
    Director:
Philip Kaufman
| 
    Stars:
Sam Shepard, 
Scott Glenn, 
Ed Harris, 
Dennis Quaid
","56,656","
Votes:
56,656
| Gross:
$21.50M
"
The King of Comedy,(1982),"
Comedy, Crime, Drama            ",109 min,"

7.8
",73        ,"
    Director:
Martin Scorsese
| 
    Stars:
Robert De Niro, 
Jerry Lewis, 
Diahnne Abbott, 
Sandra Bernhard
","91,577","
Votes:
91,577
| Gross:
$2.50M
"
E.T. the Extra-Terrestrial,(1982),"
Family, Sci-Fi            ",115 min,"

7.8
",91        ,"
    Director:
Steven Spielberg
| 
    Stars:
Henry Thomas, 
Drew Barrymore, 
Peter Coyote, 
Dee Wallace
","376,633","
Votes:
376,633
| Gross:
$435.11M
"
Kramer vs. Kramer,(1979),"
Drama            ",105 min,"

7.8
",77        ,"
    Director:
Robert Benton
| 
    Stars:
Dustin Hoffman, 
Meryl Streep, 
Jane Alexander, 
Justin Henry
","135,208","
Votes:
135,208
| Gross:
$106.26M
"
Days of Heaven,(1978),"
Drama, Romance            ",94 min,"

7.8
",93        ,"
    Director:
Terrence Malick
| 
    Stars:
Richard Gere, 
Brooke Adams, 
Sam Shepard, 
Linda Manz
","53,676","
Votes:
53,676
"
The Outlaw Josey Wales,(1976),"
Western            ",135 min,"

7.8
",69        ,"
    Director:
Clint Eastwood
| 
    Stars:
Clint Eastwood, 
Sondra Locke, 
Chief Dan George, 
Bill McKinney
","66,392","
Votes:
66,392
| Gross:
$31.80M
"
The Man Who Would Be King,(1975),"
Adventure, History, War            ",129 min,"

7.8
",91        ,"
    Director:
John Huston
| 
    Stars:
Sean Connery, 
Michael Caine, 
Christopher Plummer, 
Saeed Jaffrey
","45,582","
Votes:
45,582
"
The Conversation,(1974),"
Drama, Mystery, Thriller            ",113 min,"

7.8
",85        ,"
    Director:
Francis Ford Coppola
| 
    Stars:
Gene Hackman, 
John Cazale, 
Allen Garfield, 
Frederic Forrest
","100,624","
Votes:
100,624
| Gross:
$4.42M
"
La planète sauvage,(1973),"
Animation, Sci-Fi            ",72 min,"

7.8
",73        ,"
    Director:
René Laloux
| 
    Stars:
Barry Bostwick, 
Jennifer Drake, 
Eric Baugin, 
Jean Topart
","26,246","
Votes:
26,246
| Gross:
$0.19M
"
The Day of the Jackal,(1973),"
Crime, Drama, Thriller            ",143 min,"

7.8
",80        ,"
    Director:
Fred Zinnemann
| 
    Stars:
Edward Fox, 
Terence Alexander, 
Michel Auclair, 
Alan Badel
","37,949","
Votes:
37,949
| Gross:
$16.06M
"
Badlands,(1973),"
Action, Crime, Drama            ",94 min,"

7.8
",93        ,"
    Director:
Terrence Malick
| 
    Stars:
Martin Sheen, 
Sissy Spacek, 
Warren Oates, 
Ramon Bieri
","67,110","
Votes:
67,110
"
Cabaret,(1972),"
Drama, Music, Musical            ",124 min,"

7.8
",80        ,"
    Director:
Bob Fosse
| 
    Stars:
Liza Minnelli, 
Michael York, 
Helmut Griem, 
Joel Grey
","48,866","
Votes:
48,866
| Gross:
$42.77M
"
Willy Wonka & the Chocolate Factory,(1971),"
Family, Fantasy, Musical            ",100 min,"

7.8
",67        ,"
    Director:
Mel Stuart
| 
    Stars:
Gene Wilder, 
Jack Albertson, 
Peter Ostrum, 
Roy Kinnear
","180,650","
Votes:
180,650
| Gross:
$4.00M
"
